X1	Chr	Position	logR
CN_793593	19	20068287	-0.4111
SNP_A-8530992	19	20072335	-0.8455
CN_793594	19	20072402	-1.568
CN_793595	19	20075624	-0.4747
SNP_A-8291778	19	20079158	-1.5742
CN_793596	19	20079277	-0.9975
CN_793597	19	20079849	-0.9021
SNP_A-2242294	19	20081708	-1.1451
CN_793598	19	20096925	-0.8955
CN_793599	19	20097557	0.142
SNP_A-4260082	19	20098780	0.029
CN_793600	19	20102663	-0.3012
SNP_A-1928474	19	20106360	-0.5236
CN_793602	19	20107068	-0.398
CN_793601	19	20107196	-0.3716
SNP_A-8302684	19	20107368	-0.6279
SNP_A-2302199	19	20107417	-0.0016
CN_793603	19	20108222	-0.0444
CN_793604	19	20109657	-0.5236
CN_793605	19	20112153	-2.5825
CN_793606	19	20123473	0.1139
CN_793607	19	20124573	0.0614
CN_793608	19	20125030	0.3296
CN_793609	19	20128820	0.6077
SNP_A-2051645	19	20129240	-0.3716
CN_793610	19	20129278	-0.5236
CN_793611	19	20129499	-0.7937
SNP_A-2024250	19	20131465	-1.224
SNP_A-8446850	19	20134058	-0.993
CN_793612	19	20134674	-0.8861
CN_793614	19	20138657	-1.1934
CN_793615	19	20138880	-1.315
SNP_A-4227614	19	20139174	-0.6811
CN_793616	19	20142198	-0.611
CN_793617	19	20142676	-0.2298
SNP_A-8653971	19	20143210	-0.2756
CN_793618	19	20145557	-1.7112
CN_793619	19	20146030	-0.398
CN_793620	19	20147573	-0.3012
CN_793621	19	20148267	-1.3716
CN_793622	19	20152804	-0.1558
CN_793623	19	20153803	-0.4496
CN_164934	19	20158982	-0.5236
CN_793624	19	20161394	-0.3631
CN_793625	19	20162122	-0.3121
CN_793626	19	20162997	0.029
CN_164937	19	20165424	-1.1516
CN_793627	19	20166253	-0.398
CN_793628	19	20169149	-0.6332
CN_793629	19	20171844	0.0458
CN_793630	19	20172603	-1.3716
SNP_A-8572179	19	20174349	-0.5742
CN_793631	19	20174651	-1.071
CN_164940	19	20175293	-0.5236
CN_793632	19	20178542	-0.3601
CN_793633	19	20178882	-0.0444
CN_793634	19	20179088	-0.5976
SNP_A-1948602	19	20180269	0.017
SNP_A-1948603	19	20180454	-0.8928
SNP_A-2155090	19	20180518	-0.993
CN_793635	19	20182787	-0.1651
CN_793636	19	20182803	-0.272
SNP_A-8552872	19	20182849	-0.3649
CN_793637	19	20183263	0.029
CN_793638	19	20183723	0.0931
CN_164942	19	20190837	-0.3576
CN_793639	19	20195658	-1.1756
CN_793640	19	20199955	-1.0326
CN_793641	19	20200674	-0.009
SNP_A-8515422	19	20202453	-0.1312
CN_793642	19	20206470	-0.8455
CN_793643	19	20206651	-0.8675
CN_793644	19	20207929	-0.0679
SNP_A-8421669	19	20209132	-0.5742
CN_793645	19	20209665	-0.0261
CN_793646	19	20212569	-0.3078
CN_793647	19	20213484	-0.8675
CN_793648	19	20215557	-1.2398
SNP_A-2027528	19	20217070	-0.9106
CN_793649	19	20217091	-0.8811
SNP_A-8520874	19	20223288	-0.3495
CN_793650	19	20231584	-1.0183
SNP_A-8398140	19	20241397	0.2227
CN_164950	19	20242070	-0.424
CN_793651	19	20245424	-0.5709
CN_793652	19	20247939	-0.5236
CN_793653	19	20253877	-0.0641
CN_793654	19	20254402	-0.8455
SNP_A-8308699	19	20254706	-0.424
SNP_A-8491440	19	20254742	0.1139
CN_164954	19	20255189	0.4199
CN_793655	19	20263467	-0.8231
CN_793656	19	20265894	-1.3309
CN_164957	19	20266861	-0.8861
CN_793657	19	20269558	-0.819
CN_793658	19	20270030	-0.9082
CN_793659	19	20271068	-0.6935
CN_793660	19	20274624	0.1683
SNP_A-8493352	19	20276525	-0.4778
SNP_A-8487555	19	20276723	0.4764
SNP_A-8539282	19	20281936	-0.7715
CN_793661	19	20282632	-0.1365
CN_793662	19	20286348	-0.2095
SNP_A-8495144	19	20286383	-0.1276
CN_793663	19	20287963	-0.8646
CN_793664	19	20288631	-0.7773
SNP_A-8419236	19	20292732	0.3244
CN_793665	19	20293192	-0.1293
CN_793666	19	20293571	-0.1085
CN_793667	19	20295378	-0.4049
CN_793668	19	20299429	-0.2341
CN_793669	19	20300191	0.1926
CN_793670	19	20305231	-0.4361
CN_793671	19	20305247	-0.6935
CN_793672	19	20307978	-0.3309
SNP_A-8357319	19	20308028	0.2034
CN_793673	19	20309651	-4.2784
CN_795718	19	20314282	-0.8261
SNP_A-2186205	19	20314319	-1.1451
SNP_A-8520888	19	20315194	0.029
CN_795719	19	20315644	-0.1651
CN_795720	19	20315766	0.1325
CN_795721	19	20315810	0.2313
CN_795722	19	20315829	-0.1516
CN_795723	19	20320151	-0.9524
SNP_A-2294879	19	20320430	-0.5236
CN_795724	19	20320487	-0.0183
SNP_A-8627910	19	20322121	-0.8675
SNP_A-8599029	19	20324957	-0.8715
CN_795725	19	20325205	0.406
CN_795726	19	20325440	-0.746
SNP_A-8491714	19	20327456	-0.6332
CN_795727	19	20327930	-0.3078
CN_795728	19	20328128	-0.5654
CN_795729	19	20334909	0.3561
SNP_A-2054689	19	20335048	-0.3792
SNP_A-8392189	19	20335168	-1.1085
CN_795730	19	20335531	-0.3536
CN_795731	19	20336778	-0.9498
CN_795732	19	20338185	-0.4778
SNP_A-8565830	19	20340363	-1.071
CN_795733	19	20340551	0.254
CN_795734	19	20340851	0.2394
CN_795736	19	20343388	-1.6704
CN_795737	19	20346014	-0.668
CN_795738	19	20346444	-0.1651
CN_795739	19	20347254	0.0108
CN_795740	19	20350621	-0.8811
CN_795741	19	20350833	-0.4778
CN_795742	19	20350843	-0.7162
SNP_A-8445267	19	20351786	-1.0641
SNP_A-1833913	19	20354292	-0.3716
CN_795743	19	20355118	0.5309
CN_795744	19	20356397	0.0108
CN_795745	19	20358949	-0.1674
SNP_A-8432295	19	20362744	-0.3536
CN_795746	19	20363176	-0.5236
CN_795747	19	20363545	0.029
SNP_A-2208390	19	20363697	-0.0471
SNP_A-4197449	19	20363846	-0.4805
SNP_A-8654935	19	20364376	-1.746
SNP_A-8402581	19	20364841	0.0614
SNP_A-8627641	19	20365065	-0.161
SNP_A-8398521	19	20365260	0.181
SNP_A-8471618	19	20370216	-0.9257
SNP_A-8684274	19	20370643	-0.684
CN_795748	19	20371472	-0.424
SNP_A-8444685	19	20372008	-0.6456
CN_164982	19	20372341	-0.0641
CN_795749	19	20372537	-1.3309
CN_795751	19	20377755	-0.1865
SNP_A-8632430	19	20377889	-0.4305
CN_795752	19	20378369	-0.1336
SNP_A-8682129	19	20379052	-1.0541
SNP_A-8627279	19	20379219	-1.2962
CN_795753	19	20379548	-1.6704
CN_795754	19	20381686	-0.733
SNP_A-8598358	19	20383744	-0.4747
CN_164987	19	20383747	-0.4747
CN_795755	19	20383968	0.2313
SNP_A-8461535	19	20387497	-0.4888
CN_795756	19	20387597	-0.4456
CN_795757	19	20388322	-0.4805
SNP_A-2124197	19	20388684	-0.3716
CN_795758	19	20388698	-0.6456
SNP_A-1827536	19	20388716	-0.561
CN_795759	19	20389073	-0.343
CN_795760	19	20395765	-0.3923
CN_164989	19	20396114	0.5253
CN_795761	19	20396205	0.142
CN_795762	19	20400519	-0.3309
CN_795763	19	20402992	-1.0738
CN_795764	19	20403612	-0.5236
CN_795765	19	20405326	-1.1865
CN_795766	19	20405394	-1.224
CN_795767	19	20406027	-0.3861
CN_795768	19	20406235	-0.0381
CN_795769	19	20410682	-1.2784
CN_795770	19	20411500	-0.0541
CN_795771	19	20413400	-0.306
CN_795773	19	20415637	-0.246
CN_795772	19	20415743	0.0743
CN_795774	19	20415963	0.424
CN_795775	19	20415964	0.3296
CN_164995	19	20420524	0.0931
CN_795776	19	20425768	-0.6704
CN_795777	19	20427471	-1.2826
CN_795778	19	20428049	-0.1293
SNP_A-1951883	19	20428226	-0.3536
CN_795780	19	20434075	-0.3861
CN_795779	19	20434315	-0.0496
CN_795781	19	20434449	-1.0261
CN_795782	19	20437914	0.2996
CN_795783	19	20438224	-0.639
CN_795784	19	20440683	-0.6456
CN_795785	19	20440952	-0.8811
CN_795786	19	20444417	-0.9975
CN_795787	19	20444758	-0.3903
SNP_A-2052566	19	20449594	-0.3903
CN_795788	19	20449708	-0.7041
CN_795789	19	20449713	-0.8261
CN_795790	19	20449717	-0.8261
SNP_A-8345588	19	20450416	-0.3309
CN_795791	19	20450862	-1.2341
CN_795792	19	20451219	-0.2891
CN_165002	19	20458945	-1.6016
CN_795793	19	20459732	0.5289
CN_795794	19	20460779	-0.0166
CN_795796	19	20466858	-0.1085
CN_795798	19	20469146	-0.246
CN_795799	19	20469181	-0.2941
CN_795800	19	20469699	-0.8261
CN_795801	19	20470434	-0.0211
CN_795803	19	20475755	0.0894
CN_795804	19	20476304	-1.0326
SNP_A-8346242	19	20481118	-0.7112
CN_795805	19	20481574	-0.3171
SNP_A-8481821	19	20483967	-0.7112
CN_795806	19	20484214	-0.568
CN_795807	19	20484258	-0.4829
CN_795808	19	20487838	-1.1481
SNP_A-8716329	19	20498562	-0.8675
CN_795809	19	20498636	-0.4411
CN_795810	19	20500381	-0.6935
SNP_A-2088229	19	20500624	-1.0679
CN_795811	19	20501217	-0.8861
SNP_A-8315958	19	20501864	-0.561
CN_795812	19	20502578	-0.9498
CN_795813	19	20503092	-0.398
CN_795814	19	20503948	-0.1756
CN_795815	19	20503966	-0.467
CN_795816	19	20503973	-0.5236
CN_795817	19	20508711	-0.6704
CN_795818	19	20509824	-0.8646
CN_165014	19	20510397	-0.733
CN_795819	19	20510605	-0.7715
CN_795820	19	20512417	0.017
CN_795821	19	20513334	-0.611
SNP_A-8631936	19	20517948	-0.6167
CN_795822	19	20518073	-1.3309
CN_795823	19	20518647	0.2771
CN_795824	19	20520465	-0.4496
CN_795825	19	20520574	-0.0641
CN_795826	19	20521229	-0.2891
SNP_A-8569595	19	20525261	-0.971
CN_795827	19	20528947	-1.4411
CN_795828	19	20528957	-1.1085
CN_795831	19	20533360	-0.3219
CN_795829	19	20533528	-0.5236
CN_795830	19	20533543	-0.2605
CN_165017	19	20533583	-0.4411
CN_795832	19	20538075	-0.4263
SNP_A-1948697	19	20538428	-0.5236
CN_795833	19	20538656	-0.2962
CN_795834	19	20541039	-0.6332
SNP_A-2086243	19	20541093	-0.1934
CN_795835	19	20542173	-1.639
CN_795836	19	20542716	0.5967
CN_795837	19	20542803	-0.246
SNP_A-8415004	19	20543816	-0.5976
CN_795838	19	20553547	-0.5654
SNP_A-2287500	19	20554022	-0.4166
SNP_A-8415185	19	20555515	-0.0854
CN_795839	19	20557440	-0.4711
SNP_A-1948716	19	20558783	-0.2605
CN_795840	19	20559480	-0.32
SNP_A-1874313	19	20560455	-1.246
CN_795841	19	20561181	-1.0508
CN_795842	19	20562776	-1.2962
CN_795843	19	20562787	-1.1425
CN_795844	19	20563156	-1.7715
CN_795845	19	20563384	-1.2398
CN_795846	19	20576271	0.292
CN_795847	19	20577052	-0.9524
SNP_A-8624601	19	20582324	0.0759
SNP_A-8431513	19	20582718	-1.009
CN_795848	19	20582744	-0.7799
CN_795849	19	20583108	-0.1516
CN_795850	19	20583205	0.3509
CN_165025	19	20583937	-0.3121
CN_795851	19	20584763	-1.0326
CN_795852	19	20588566	-0.2891
CN_797914	19	20588784	-0.0679
SNP_A-2066922	19	20589505	-0.3309
CN_797915	19	20589978	-0.9106
SNP_A-1947162	19	20591541	-0.4111
CN_797916	19	20592291	-0.611
CN_797917	19	20594569	-0.0641
CN_797918	19	20595137	-0.8675
CN_797919	19	20596028	-1.9021
CN_797920	19	20601140	-0.8646
CN_797921	19	20601938	0.1661
SNP_A-8464583	19	20602055	-0.1085
SNP_A-1911504	19	20606698	-0.4829
CN_797922	19	20606845	-0.5236
CN_797923	19	20607236	0.0025
CN_797924	19	20608245	0
CN_797925	19	20610553	-0.8928
SNP_A-8389823	19	20610809	-0.398
SNP_A-4258816	19	20614273	-0.9907
SNP_A-8477152	19	20614318	-0.4496
CN_797926	19	20618915	0
CN_797927	19	20619433	-0.3601
CN_797928	19	20619807	0.017
CN_797929	19	20626432	-0.5907
CN_797930	19	20633675	-0.4778
CN_797931	19	20637915	0.2249
CN_797932	19	20638016	0.5468
CN_797933	19	20638558	0.292
SNP_A-1935269	19	20638696	0.1203
CN_797934	19	20639213	0.2034
CN_797935	19	20642827	-0.3121
CN_797936	19	20643077	-0.6231
SNP_A-4242356	19	20643872	-0.1085
SNP_A-4271661	19	20643886	0.0979
SNP_A-2248141	19	20644170	-0.568
CN_797937	19	20646785	0.0435
CN_797938	19	20647228	-1.0016
CN_797939	19	20648907	-0.398
CN_797940	19	20649870	-0.6167
CN_797941	19	20653084	-0.4456
CN_797942	19	20653936	-0.4532
SNP_A-8319839	19	20654105	-0.1085
CN_797943	19	20654925	-1.2605
CN_797944	19	20658053	-1.1558
CN_797945	19	20658288	-0.6231
CN_797946	19	20659877	0.0614
CN_797947	19	20660015	0.0614
CN_797948	19	20663318	0.6691
CN_797949	19	20663607	-0.0596
CN_797950	19	20665612	-0.6231
CN_797951	19	20666969	-3.4305
CN_797952	19	20668645	-0.594
SNP_A-8398233	19	20669004	-0.7966
SNP_A-1840666	19	20669090	-0.993
SNP_A-4193266	19	20669496	-0.1825
CN_797953	19	20669537	0.422
CN_797954	19	20671165	-0.2605
CN_797955	19	20672633	0.3561
SNP_A-1955803	19	20672792	-0.0875
CN_797959	19	20675606	-0.639
SNP_A-1837422	19	20675819	-0.2605
CN_797960	19	20676443	-1.6231
CN_797961	19	20678641	-0.0541
SNP_A-2033282	19	20679821	-0.4305
SNP_A-1904836	19	20679944	-0.746
CN_797962	19	20680064	-1.071
CN_797963	19	20681799	0.1203
SNP_A-4236388	19	20683222	-0.6935
CN_797964	19	20683380	-0.8302
CN_797965	19	20686068	-0.1085
CN_797966	19	20687169	-1.246
CN_797967	19	20687193	-1.2891
CN_797968	19	20687902	-0.611
CN_797969	19	20692163	-0.1336
CN_797970	19	20692841	-0.4829
CN_797971	19	20697898	-0.5631
CN_797973	19	20698998	-0.6305
CN_797974	19	20699922	-0.398
CN_797975	19	20700023	-0.5877
SNP_A-8397128	19	20707492	-0.4305
SNP_A-1934373	19	20709514	-0.0261
CN_797976	19	20709587	-0.3815
SNP_A-8509542	19	20710193	-0.1085
CN_797977	19	20711900	-0.993
SNP_A-2246399	19	20712632	-0.4456
CN_797978	19	20713401	-0.4496
SNP_A-1948794	19	20713545	-0.9386
CN_797979	19	20714376	-1.0381
SNP_A-8459514	19	20716478	0.254
CN_797980	19	20719069	-0.4778
CN_797981	19	20723820	0.181
CN_797982	19	20724090	-0.32
CN_797983	19	20725715	-0.9257
CN_797984	19	20729510	-0.4111
CN_797985	19	20739298	-1.0429
CN_797986	19	20739868	-1.0761
SNP_A-8328240	19	20741124	-0.7866
CN_797987	19	20741259	-0.4411
CN_797988	19	20743770	-2.0679
SNP_A-8493500	19	20743945	-0.8455
CN_797989	19	20745945	-0.4778
CN_797990	19	20746415	-0.578
CN_797991	19	20747298	-0.3601
SNP_A-2140304	19	20747380	0.0458
SNP_A-8523128	19	20749723	-1.1865
SNP_A-8385591	19	20751824	-0.5236
SNP_A-8585371	19	20756921	-0.611
CN_797992	19	20757846	-0.3495
CN_797993	19	20758398	-0.3407
CN_797994	19	20759462	-0.1365
CN_797995	19	20759698	0.0805
SNP_A-8543273	19	20770813	-0.668
CN_797997	19	20773582	-0.568
CN_797998	19	20773837	-0.5236
SNP_A-1849545	19	20773947	-0.8037
CN_797999	19	20773964	-0.9524
SNP_A-1948819	19	20774256	-0.2132
CN_798000	19	20779686	-1.3309
CN_798002	19	20782625	-0.2736
SNP_A-4219510	19	20790197	0.0614
CN_798005	19	20790638	-0.224
CN_798006	19	20792474	-0.6167
SNP_A-4249007	19	20794520	-0.9742
CN_798007	19	20797507	-1.6704
CN_798008	19	20798335	-0.398
CN_798009	19	20798819	-0.9742
SNP_A-8325350	19	20799821	0.1285
SNP_A-4253649	19	20801710	-0.7715
CN_798010	19	20802615	-0.1085
SNP_A-4222170	19	20802619	-0.1293
CN_798011	19	20803130	-0.9498
CN_798012	19	20803509	-0.3861
CN_798013	19	20814054	0.102
CN_798014	19	20814231	-0.3309
SNP_A-2126316	19	20814990	-0.9641
CN_798015	19	20815183	-0.7162
SNP_A-4227443	19	20817756	-0.0541
CN_798016	19	20817906	-0.2016
SNP_A-4219701	19	20818117	-0.8772
SNP_A-2118345	19	20819159	-0.7162
CN_798017	19	20819300	0.0108
CN_798018	19	20824912	-0.6528
SNP_A-8678890	19	20826032	-0.3495
SNP_A-4204240	19	20832193	-0.9641
SNP_A-4228825	19	20832230	-0.8231
SNP_A-4227959	19	20832327	-0.224
CN_798019	19	20832408	-0.1312
CN_798020	19	20832956	0.1545
CN_798021	19	20834641	-0.8455
SNP_A-2100362	19	20834868	0.181
SNP_A-8322316	19	20835751	-1.639
CN_165066	19	20839885	-0.1085
CN_798022	19	20846365	-0.2605
CN_798023	19	20847822	-0.7351
CN_798024	19	20848709	-0.0261
CN_798025	19	20853757	-0.5236
CN_798027	19	20857387	-0.1365
CN_165071	19	20859254	-1.5592
CN_798029	19	20859653	-1.009
SNP_A-2125867	19	20870859	-0.594
CN_798030	19	20870974	-0.3536
CN_798031	19	20875552	-0.5236
SNP_A-8454002	19	20880953	-0.0381
CN_798032	19	20882090	-0.487
SNP_A-2187407	19	20882411	-0.5236
CN_798033	19	20882834	-0.6167
SNP_A-1890649	19	20883001	0.0865
CN_798035	19	20888000	-0.5709
CN_798036	19	20891639	-0.1516
SNP_A-8445374	19	20898716	-0.3309
CN_798037	19	20899193	-0.8261
CN_798038	19	20899922	0.728
CN_798039	19	20900909	-0.8455
CN_798040	19	20903756	0.0614
CN_798041	19	20904114	-1.2081
CN_798042	19	20904313	-0.8302
CN_165081	19	20907500	-0.809
CN_798043	19	20908202	-0.9021
SNP_A-8532606	19	20908373	-0.2016
CN_798044	19	20917792	-0.5236
SNP_A-8695184	19	20921640	-0.1402
CN_798045	19	20921698	-0.08
CN_165085	19	20927175	-0.7675
CN_798046	19	20930599	-0.3012
CN_798047	19	20931462	-1.8455
CN_798048	19	20932002	-0.4049
CN_798049	19	20932567	-0.819
CN_798050	19	20938383	-0.639
SNP_A-8524509	19	20939644	-0.083
SNP_A-8331508	19	20942718	-1.4305
CN_798051	19	20943119	-0.1825
SNP_A-8539385	19	20943135	0.0614
CN_798052	19	20943761	-0.398
CN_800101	19	20945860	-0.1085
CN_800102	19	20946099	-0.0471
CN_800103	19	20948106	0.029
CN_800104	19	20950643	-0.0641
CN_800105	19	20951278	-0.8861
CN_800106	19	20953764	-0.3012
SNP_A-2083770	19	20953990	0.1394
SNP_A-2148952	19	20954029	0.4024
CN_800107	19	20954056	0.0805
CN_800108	19	20958399	-0.1674
CN_800109	19	20958704	-0.993
CN_800110	19	20958993	0.1963
CN_800111	19	20959836	-0.3631
SNP_A-2096360	19	20962588	-0.809
CN_800112	19	20962946	-1.1451
CN_800113	19	20963790	-0.1085
SNP_A-8448934	19	20964906	0.242
CN_800114	19	20965506	-0.4411
SNP_A-2199875	19	20965533	-0.3407
SNP_A-8490492	19	20966673	-0.5236
CN_800115	19	20968482	-0.0641
SNP_A-4290108	19	20969561	-1.224
SNP_A-4276869	19	20970252	-0.4805
SNP_A-8547237	19	20970273	-0.5236
CN_800116	19	20970668	-0.009
CN_800117	19	20971362	-0.009
SNP_A-8692881	19	20972535	-0.578
SNP_A-8454808	19	20972765	-0.611
SNP_A-8398823	19	20972787	-0.6704
SNP_A-1948947	19	20975084	0.2034
CN_800118	19	20975116	-0.1085
SNP_A-8525222	19	20975328	0.4258
SNP_A-8494268	19	20982361	-1.3495
CN_800120	19	20985642	-0.9106
CN_800121	19	20985935	0.0805
SNP_A-4206592	19	20986748	-1.224
CN_800124	19	20994330	-0.606
CN_800125	19	20994783	-0.1516
SNP_A-8490790	19	20998149	-0.4851
CN_800126	19	20998235	-0.1085
CN_800127	19	21001603	0.0979
CN_800128	19	21002501	-0.306
CN_800129	19	21005566	-1.733
CN_800130	19	21006087	-0.611
SNP_A-4298037	19	21007867	-0.2605
CN_800131	19	21010102	-0.6811
CN_800132	19	21010512	0.0458
CN_800133	19	21017596	-1.7866
CN_800134	19	21018229	-0.3903
CN_800135	19	21018960	-1.0183
CN_800136	19	21029303	-0.2479
SNP_A-2128197	19	21029606	-0.3391
CN_800138	19	21030340	-0.2736
CN_800139	19	21032768	-0.9159
CN_800140	19	21032928	-0.1756
SNP_A-1860192	19	21033347	-0.2756
SNP_A-8394537	19	21034271	-0.2341
CN_800141	19	21034840	-0.2298
CN_800142	19	21037043	-2.224
CN_800143	19	21037410	-0.5976
CN_800144	19	21040500	-0.246
CN_800145	19	21041272	0.4764
CN_800146	19	21041801	-0.2736
CN_800147	19	21052243	0.0614
CN_800148	19	21055801	-0.2187
CN_800149	19	21056225	-0.4851
CN_800151	19	21059782	-0.9386
CN_800152	19	21060689	-0.7606
SNP_A-1960737	19	21061057	-1.6935
CN_800153	19	21061210	-1.0738
SNP_A-1853472	19	21063815	-0.7215
CN_800154	19	21064698	0.0759
CN_800155	19	21065501	-0.3078
CN_800156	19	21066527	0.7984
SNP_A-2005916	19	21066623	0.3014
CN_800157	19	21066852	-0.1276
CN_800158	19	21069332	-0.1276
CN_800159	19	21070245	-0.6528
CN_800160	19	21074007	-0.1825
CN_800161	19	21074082	0.4764
SNP_A-8716887	19	21077361	-0.983
SNP_A-4248704	19	21080712	-0.1293
CN_800162	19	21081112	-0.009
CN_800163	19	21085249	-0.3631
CN_800164	19	21087644	-0.2891
SNP_A-4227418	19	21087715	0.0328
SNP_A-8608217	19	21087877	0.3244
CN_800165	19	21088416	-0.2095
CN_800166	19	21089282	-0.733
CN_800167	19	21092459	-1.5236
SNP_A-1818776	19	21092734	-0.8455
CN_800168	19	21092878	-2.6935
CN_800169	19	21095275	-1.009
CN_800170	19	21095341	-0.6332
CN_800171	19	21098170	-0.4361
CN_800172	19	21100240	-0.7866
SNP_A-4274842	19	21101414	-0.733
SNP_A-4259270	19	21101584	-1.0381
SNP_A-8389200	19	21102469	-0.809
CN_800173	19	21102521	-0.1481
CN_800174	19	21107737	-0.8455
CN_800175	19	21116149	-0.161
CN_800176	19	21116231	0.2034
CN_800177	19	21116938	-0.1293
CN_800178	19	21120340	-0.8455
CN_800179	19	21120969	-0.73
CN_800180	19	21123710	0.1139
CN_800181	19	21124053	0
SNP_A-2118043	19	21124110	-0.2756
CN_800182	19	21125654	-0.809
CN_800183	19	21126830	-0.2784
SNP_A-8396175	19	21130037	-0.1312
CN_165117	19	21135992	-0.6935
CN_800184	19	21136970	-0.4564
CN_800185	19	21139943	-0.0679
CN_800186	19	21141655	-0.1651
SNP_A-2056389	19	21147033	-0.9021
CN_165120	19	21148298	-1.4778
SNP_A-8599864	19	21148422	-0.8261
SNP_A-2044049	19	21148895	-0.2095
CN_800187	19	21149199	0.1545
CN_800188	19	21150718	-0.5742
CN_800189	19	21153385	0.2354
SNP_A-8605716	19	21153490	-0.2479
CN_800190	19	21156519	0.0931
CN_800191	19	21157206	-0.5236
CN_800192	19	21158018	-0.7252
SNP_A-1826794	19	21160283	-0.0211
CN_800193	19	21163477	-0.5742
CN_800194	19	21164768	-0.1085
CN_800195	19	21165985	-0.246
SNP_A-1949028	19	21167527	0.4764
CN_800196	19	21167907	-0.5236
CN_800197	19	21171023	-0.6935
CN_800198	19	21172916	-0.7606
CN_165125	19	21173583	-1.6187
CN_800199	19	21176183	-2.3649
CN_800200	19	21181837	-0.684
CN_800201	19	21182754	-0.9159
CN_800202	19	21184671	-0.1558
CN_800203	19	21185826	-1.1807
SNP_A-8323349	19	21187827	-0.8231
CN_800204	19	21189208	-0.4049
CN_800205	19	21189505	-0.9257
CN_800206	19	21191325	0.242
SNP_A-2228324	19	21191502	-1.6231
CN_800207	19	21193753	0.029
SNP_A-1826415	19	21198106	-0.3716
CN_165130	19	21199465	0.1139
CN_800209	19	21199693	-0.594
SNP_A-2175609	19	21201450	-0.611
CN_800210	19	21201582	0.2748
SNP_A-4192597	19	21201635	-0.5592
SNP_A-2082732	19	21202034	-0.9159
SNP_A-8543328	19	21205006	-0.1451
SNP_A-2113593	19	21206119	-0.08
CN_800212	19	21207209	-0.5236
CN_800213	19	21207364	-1.2341
CN_800214	19	21207850	-0.4166
SNP_A-4197787	19	21207922	-0.2756
CN_800216	19	21208536	-0.1558
SNP_A-2301806	19	21208556	-0.3536
SNP_A-8441279	19	21209733	-1.2341
SNP_A-1859861	19	21210050	-0.5236
SNP_A-2299701	19	21210335	0.254
SNP_A-8291780	19	21210794	-0.3078
SNP_A-4218109	19	21211375	-0.1085
SNP_A-8641841	19	21211598	0.292
CN_800217	19	21214863	-0.0444
CN_800218	19	21216604	-0.7937
SNP_A-1844122	19	21217293	-0.1085
CN_800219	19	21217340	-0.2095
CN_800220	19	21219960	0.4258
SNP_A-2047769	19	21223217	-0.6491
CN_800221	19	21223256	-1.3309
CN_800222	19	21228077	-0.2891
CN_800223	19	21228753	-0.32
SNP_A-1950285	19	21229261	0.1285
SNP_A-1959826	19	21231280	-0.32
CN_800224	19	21231526	-0.4411
CN_800225	19	21231866	-0.4361
SNP_A-2160591	19	21231950	0.0614
CN_800226	19	21232141	-0.4411
CN_800227	19	21239212	-0.161
CN_800228	19	21239428	-0.191
SNP_A-4231972	19	21239563	-0.3716
SNP_A-1828687	19	21241422	-0.3716
CN_800229	19	21241658	0.0108
CN_800230	19	21245434	-0.1336
SNP_A-8421855	19	21245668	-0.2756
CN_165135	19	21245722	-0.161
CN_800231	19	21246445	-0.3861
SNP_A-2005919	19	21249195	-0.3923
SNP_A-4281098	19	21249373	-1.7112
CN_800233	19	21254023	-0.0641
SNP_A-1832824	19	21254354	-0.1558
SNP_A-4246782	19	21255811	-0.993
SNP_A-2177230	19	21258726	-1.2605
SNP_A-8377262	19	21267711	0.0979
CN_800234	19	21275318	0.1087
SNP_A-8425291	19	21275892	-0.0596
SNP_A-1804550	19	21276231	-0.0444
CN_800235	19	21276957	-0.5236
SNP_A-1960874	19	21277453	-0.746
CN_800236	19	21282916	0.1716
SNP_A-4223657	19	21283020	-0.2854
CN_800237	19	21283269	-0.8861
SNP_A-1958563	19	21284651	-0.4829
SNP_A-4204557	19	21284677	-0.2891
SNP_A-2165858	19	21284962	-1.2341
SNP_A-2289074	19	21284990	-1.8455
CN_800238	19	21285558	-1.071
CN_767418	19	21285948	-0.1651
SNP_A-2198310	19	21286103	-0.487
SNP_A-1916596	19	21287231	-0.758
SNP_A-4225533	19	21287266	-0.5592
CN_767419	19	21287962	-0.224
SNP_A-4202030	19	21289763	-0.2784
CN_767420	19	21289969	-0.3903
CN_767421	19	21290983	-0.746
CN_767422	19	21291309	0.6691
CN_165139	19	21300565	-1.2116
SNP_A-4257748	19	21302827	-0.568
CN_767423	19	21310506	-0.3631
CN_767424	19	21312555	0.254
CN_767425	19	21312973	-0.8455
SNP_A-2005921	19	21313002	-0.7646
SNP_A-8390836	19	21313359	-0.4166
CN_767426	19	21316521	-0.2826
CN_767427	19	21320245	-0.1365
CN_767428	19	21320644	-0.5236
SNP_A-2154557	19	21320850	-1.0596
CN_767429	19	21321990	-0.4904
CN_767430	19	21324598	-0.1336
CN_767431	19	21324878	-0.0496
CN_767432	19	21325483	-0.1293
CN_767433	19	21330018	-0.4805
CN_767434	19	21330846	-0.3631
CN_767435	19	21331739	-0.73
CN_767436	19	21332705	-0.1085
CN_767437	19	21335467	-1.746
CN_767438	19	21336019	0.5834
SNP_A-1828039	19	21336418	-0.8715
SNP_A-2255274	19	21336614	-0.9221
CN_767439	19	21336747	-0.2605
CN_767440	19	21339075	-0.5236
CN_767441	19	21339415	-0.246
SNP_A-4286309	19	21341600	-0.594
