Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10
PCTY,Paylocity Holding Corporation,97.91,5197259207.46,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty,
PCTI,"PC-Tel, Inc.",6.94,128304818.44,,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti,
PDFS,"PDF Solutions, Inc.",12.62,409425914.88,,2001,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pdfs,
PEGA,Pegasystems Inc.,71.13,5628635331.45,,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega,
PNR,Pentair plc.,36.86,6194290968.66,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pnr,
PRFT,"Perficient, Inc.",39.35,1292304210.6,,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft,
PERI,Perion Network Ltd,5.73,149037133.83,,,Technology,EDP Services,https://www.nasdaq.com/symbol/peri,
PRSP,Perspecta Inc.,25.65,4162926052.8,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/prsp,
PLAB,"Photronics, Inc.",10.74,720285134.7,,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab,
PHUN,"Phunware, Inc.",1.62,63125851.5,,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/phun,
PHUNW,"Phunware, Inc.",0.23,0,,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/phunw,
PT,Pintec Technology Holdings Limited,2.97,63651044.16,21431328,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/pt,
PINS,"Pinterest, Inc.",28.2,15304433900.4,,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/pins,
PVTL,"Pivotal Software, Inc.",14.87,4086189932.44,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pvtl,
PXLW,"Pixelworks, Inc.",3.54,134278511.82,,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw,
PLXS,Plexus Corp.,61.76,1808372326.4,,,Technology,Electrical Products,https://www.nasdaq.com/symbol/plxs,
PS,"Pluralsight, Inc.",15.64,2189852257.56,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ps,
PNTR,Pointer Telocation Ltd.,14.63,119799452.08,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr,
POWI,"Power Integrations, Inc.",91.01,2669412671.82,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/powi,
PBTS,"Powerbridge Technologies Co., Ltd.",4.69,40593113.12,,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/pbts,
PSDO,"Presidio, Inc.",15.97,1327204401.03,,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo,
IPDN,"Professional Diversity Network, Inc.",1.41,8258468.7,,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn,
PRGS,Progress Software Corporation,39.44,1763963662.8,,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/prgs,
PFPT,"Proofpoint, Inc.",124.58,6985167337.14,,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt,
PRO,"PROS Holdings, Inc.",62.98,2533287807.26,,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/pro,
PTC,PTC Inc.,68.15,7849481425.7,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc,
PSTG,"Pure Storage, Inc.",17.7,4479719939.4,,2015,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg,
QTWO,"Q2 Holdings, Inc.",84.4,3975652462.8,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qtwo,
QADA,QAD Inc.,40.77,800657160.3,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qada,
QADB,QAD Inc.,28.8912,567376653.168,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qadb,
QRVO,"Qorvo, Inc.",76,8951633932,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo,
QCOM,QUALCOMM Incorporated,78.21,95076590750.46,,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom,
QBAK,Qualstar Corporation,5.59,10753773.68,,2000,Technology,Electronic Components,https://www.nasdaq.com/symbol/qbak,
QLYS,"Qualys, Inc.",79.35,3113580767.55,,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qlys,
QRHC,Quest Resource Holding Corporation,2.42,37147370.26,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/qrhc,
QUIK,QuickLogic Corporation,0.37,43037768.41,,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/quik,
QUMU,Qumu Corporation,3,29720400,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu,
RADA,RADA Electronic Industries Ltd.,5.33,202897237.92,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/rada,
RDCM,Radcom Ltd.,9.44,129687390.24,,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm,
RMBS,"Rambus, Inc.",12.54,1393538147.76,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs,
RPD,"Rapid7, Inc.",52.33,2555913372.6,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rpd,
RCMT,"RCM Technologies, Inc.",2.93,37960631.71,,,Technology,Professional Services,https://www.nasdaq.com/symbol/rcmt,
RNWK,"RealNetworks, Inc.",1.58,60118791.44,,1997,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk,
RP,"RealPage, Inc.",61.65,5841907084.35,,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp,
RDVT,"Red Violet, Inc.",12.66,137139918.42,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt,
SOL,Renesola Ltd.,1.03,39224346.7,,2008,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol,
RENN,Renren Inc.,0.83,57691136.19,,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/renn,
RCII,Rent-A-Center Inc.,25.61,1389855365.86,,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii,
RESN,Resonant Inc.,3.16,89726635.8,,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn,
RXN,Rexnord Corporation,27.88,2951502176.36,,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn,
RBBN,Ribbon Communications Inc.,5.31,584144625.24,,,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn,
RELL,"Richardson Electronics, Ltd.",5.76,75607320.96,,1983,Technology,Electronic Components,https://www.nasdaq.com/symbol/rell,
RNG,"Ringcentral, Inc.",131.59,10917988349.78,,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/rng,
RHI,Robert Half International Inc.,55.22,6491718640.88,,,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi,
RST,Rosetta Stone,18.41,442408224.65,,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst,
RBCN,"Rubicon Technology, Inc.",9,24097167,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn,
RMBL,"RumbleOn, Inc.",2.8,64879976,,,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl,
SABR,Sabre Corporation,23.68,6480658572.8,,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr,
SFET,Safe-T Group Ltd.,0.7846,919386.434,1171790,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet,
SAIL,"SailPoint Technologies Holdings, Inc.",22.66,2019519090.38,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail,
CRM,Salesforce.com Inc,149.54,131146580000,,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm,
SANM,Sanmina Corporation,31.26,2175642045.24,,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm,
SAP,SAP SE,121.56,149336460000,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap,
SPNS,Sapiens International Corporation N.V.,18.12,905673912.48,,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns,
SCSC,"ScanSource, Inc.",29.95,755971394.25,,,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,82.69,4880443926.61,,,Technology,EDP Services,https://www.nasdaq.com/symbol/saic,
SGMS,Scientific Games Corp,20.11,1873107640.45,,,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms,
SCPL,SciPlay Corporation,11.36,1434393358.56,,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/scpl,
SEAC,"SeaChange International, Inc.",3.14,114947427.54,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac,
STX,Seagate Technology PLC,54.78,14737888876.26,,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx,
SCWX,SecureWorks Corp.,14.11,1150256103.41,,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx,
LEDS,SemiLEDS Corporation,2.52,9044317.8,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds,
SMTC,Semtech Corporation,45.4,3027140657.8,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc,
SQNS,Sequans Communications S.A.,0.9677,92008784.3928,,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns,
NOW,"ServiceNow, Inc.",254.68,47752500000,,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now,
SGOC,"SGOCO Group, Ltd",1.04,83227712.88,,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc,
SHSP,"SharpSpring, Inc.",11.98,131134110.28,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp,
PIXY,"ShiftPixy, Inc.",0.4701,17018610.5007,,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy,
SHOP,Shopify Inc.,358.67,35968400313.04,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop,
SSTI,"ShotSpotter, Inc.",27.38,314244777.7,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti,
SSTK,"Shutterstock, Inc.",35.57,1255433510.53,,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk,
SWIR,"Sierra Wireless, Inc.",10.78,389859734.88,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,1.32,33938302.2,25710835,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify,
SGMA,"SigmaTron International, Inc.",3.75,15909405,,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma,
SILC,Silicom Ltd,31.49,239327841.78,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc,
SLAB,"Silicon Laboratories, Inc.",110.51,4789930742.17,,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,33.64,1225988606.8,36444370,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo,
SLP,"Simulations Plus, Inc.",32.29,566091715.23,,,Technology,EDP Services,https://www.nasdaq.com/symbol/slp,
SINA,Sina Corporation,45.47,3154169325.8,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina,
SWKS,"Skyworks Solutions, Inc.",79.72,13688173842.48,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,
SGH,"SMART Global Holdings, Inc.",30.76,721750978.96,,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh,
SMAR,Smartsheet Inc.,39.36,4194384978.24,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar,
SMSI,"Smith Micro Software, Inc.",6.23,230206343.57,,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi,
SMTX,SMTC Corporation,3.11,87139985.68,,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx,
SNAP,Snap Inc.,15.31,21116704399.01,,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap,
SCKT,"Socket Mobile, Inc.",2.355,14129182.815,,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt,
SOGO,Sogou Inc.,4.66,1823706727.5,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,
SOHU,Sohu.com Limited,11.54,456211258.52,39533038,,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu,
SEDG,"SolarEdge Technologies, Inc.",74.16,3557532993.84,,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg,
SWI,SolarWinds Corporation,17.64,5470953072.48,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi,
SY,So-Young International Inc.,10.43,155928500,14950000,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/sy,
ANY,Sphere 3D Corp.,1.33,3928269.38,,,Technology,EDP Services,https://www.nasdaq.com/symbol/any,
SPI,"SPI Energy Co., Ltd.",1.88,27286555,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi,
SPLK,Splunk Inc.,109.48,16440798810.8,,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk,
SPSC,"SPS Commerce, Inc.",45.68,1653616000,,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc,
SPXC,SPX Corporation,39.49,1738899263.86,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc,
FLOW,"SPX FLOW, Inc.",37,1574823415,,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow,
SQ,"Square, Inc.",61.47,26255723084.01,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq,
SRAX,"SRAX, Inc.",2.99,37028527.77,,,Technology,Advertising,https://www.nasdaq.com/symbol/srax,
SSNC,"SS&C Technologies Holdings, Inc.",49.66,12601711469.36,,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,
STAF,"Staffing 360 Solutions, Inc.",1.225,10633181.3,,,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,
SXI,Standex International Corporation,72.39,901591389.6,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi,
SRT,"StarTek, Inc.",6.54,251529413.7,,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt,
STM,STMicroelectronics N.V.,19.44,17418651408.72,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm,
STNE,StoneCo Ltd.,31.85,8834133726.6,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,
SSYS,"Stratasys, Ltd.",24.44,1328167360,,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys,
STRM,"Streamline Health Solutions, Inc.",1.425,30023872.2,,,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,
WISA,"Summit Wireless Technologies, Inc.",0.9605,19029839.9755,,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa,
SPWR,SunPower Corporation,12.28,1750239934.96,,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr,
SPCB,"SuperCom, Ltd.",0.95,14210422.05,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb,
SCON,Superconductor Technologies Inc.,0.8874,4883015.2266,,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon,
SPRT,"support.com, Inc.",1.63,30919062.5,,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt,
SVMK,SVMK Inc.,16.58,2206416378.14,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk,
SWCH,"Switch, Inc.",15.86,3886751565.58,,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,
SYKE,"Sykes Enterprises, Incorporated",29.73,1236497784.03,,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke,
SYMC,Symantec Corporation,24.41,15086152015.07,,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,
SYNC,"Synacor, Inc.",1.46,52649667.36,,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync,
SYNA,Synaptics Incorporated,38.19,1256866927.29,,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna,
SNCR,"Synchronoss Technologies, Inc.",6.16,273399588,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr,
SNX,Synnex Corporation,91.68,4682592488.64,,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx,
SNPS,"Synopsys, Inc.",141.26,21229483138.36,,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps,
TAIT,Taitron Components Incorporated,2.56,14727288.32,,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/tait,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,43.85,227409432600,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm,
TTWO,"Take-Two Interactive Software, Inc.",132.17,14958749873.51,,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo,
TLND,Talend S.A.,37.19,1133618885.8,30481820,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd,
TAOP,Taoping Inc.,0.5281,22053542.0803,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop,
TRNX,"Taronis Technologies, Inc.",1.85,31890000.3,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trnx,
TEL,TE Connectivity Ltd.,95.09,31944083683.22,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/tel,
TECD,Tech Data Corporation,104.13,3799241779.32,,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd,
TCCO,Technical Communications Corporation,2.59,4792543.77,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco,
TLRA,"Telaria, Inc.",9.52,437208151.52,,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra,
TENB,"Tenable Holdings, Inc.",23.37,2263892096.4,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb,
TNC,Tennant Company,68.25,1242526740,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc,
TDC,Teradata Corporation,33.32,3801812000,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tdc,
TESS,TESSCO Technologies Incorporated,15.45,131650655.1,,1994,Technology,Electronic Components,https://www.nasdaq.com/symbol/tess,
TXN,Texas Instruments Incorporated,127.1,118663093992.7,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn,
TGH,Textainer Group Holdings Limited,9.95,571592854.1,,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh,
DSGX,The Descartes Systems Group Inc.,39.75,3344006751,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx,
MIDD,The Middleby Corporation,116.66,6494619807.66,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd,
RUBI,"The Rubicon Project, Inc.",9.58,507653109.4,,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi,
TSG,The Stars Group Inc.,16.46,4735924448.1,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg,
TTD,"The Trade Desk, Inc.",213.67,9611664828.63,,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd,
TSEM,Tower Semiconductor Ltd.,19.63,2089260160,,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem,
TACT,TransAct Technologies Incorporated,11.82,88292421.36,,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact,
TZOO,Travelzoo,11.96,140359857.04,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo,
TRT,Trio-Tech International,3.4,12488387,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt,
TRIP,"TripAdvisor, Inc.",39.61,5517678426.57,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,
TRTN,Triton International Limited,33.13,2447674250.13,,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn,
TRVG,trivago N.V.,4.425,164481108.6,37170872,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,
TBI,"TrueBlue, Inc.",20.74,831053189.58,,,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi,
TRUE,"TrueCar, Inc.",4.37,464027152.11,,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true,
TSRI,"TSR, Inc.",4.176,8193570.912,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri,
TTEC,"TTEC Holdings, Inc.",47.47,2206550098.68,,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec,
TTMI,"TTM Technologies, Inc.",11.76,1240593469.92,,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,
TCX,Tucows Inc.,53.93,575082069.63,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx,
TUFN,Tufin Software Technologies Ltd.,15.87,514757272.77,,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/tufn,
TWLO,Twilio Inc.,111.88,15203103904.84,,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo,
TWIN,"Twin Disc, Incorporated",9.93,131475960.54,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin,
TWTR,"Twitter, Inc.",44.26,34213761498.82,,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr,
TYL,"Tyler Technologies, Inc.",253.72,9789224971.36,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl,
UBER,"Uber Technologies, Inc.",32.24,54808116096.24,,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/uber,
UI,Ubiquiti Inc.,111.73,7669224070.24,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ui,
UCTT,"Ultra Clean Holdings, Inc.",13.73,542957394.63,,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt,
UIS,Unisys Corporation,7.51,388901091.83,,,Technology,EDP Services,https://www.nasdaq.com/symbol/uis,
UMC,United Microelectronics Corporation,2.15,5034543189.25,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/umc,
URI,"United Rentals, Inc.",120.72,9315092491.68,,1997,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/uri,
UUU,"Universal Security Instruments, Inc.",0.98,2266629.26,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/uuu,
UPLD,"Upland Software, Inc.",36.44,920056287.44,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld,
UPWK,Upwork Inc.,14.35,1590033224.15,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk,
VRNS,"Varonis Systems, Inc.",65.99,2001396654.13,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns,
VECO,Veeco Instruments Inc.,9.97,488244528.99,,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco,
VEEV,Veeva Systems Inc.,144.51,21281352867.57,,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/veev,
VRNT,Verint Systems Inc.,45.03,2961772959.84,,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt,
VRSN,"VeriSign, Inc.",201.88,23896908674.24,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn,
VRSK,"Verisk Analytics, Inc.",160.2,26193670972.2,,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk,
VERI,"Veritone, Inc.",4.27,94894144.31,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri,
VSAT,"ViaSat, Inc.",79.42,4868190982.38,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat,
VIAV,Viavi Solutions Inc.,13.93,3187944341.19,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/viav,
VRTU,Virtusa Corporation,40.38,1221371719.86,,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu,
VMW,"Vmware, Inc.",147.44,60375795360,,2007,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vmw,
VOXX,VOXX International Corporation,4.74,114703515.96,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/voxx,
VUZI,Vuzix Corporation,2.18,72122291.6,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi,
WSTG,"Wayside Technology Group, Inc.",14.485,65286647.15,,,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg,
WB,Weibo Corporation,49.61,3700277391.69,74587329,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb,
WBT,"Welbilt, Inc.",16.04,2262576174.6,,2016,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wbt,
WDC,Western Digital Corporation,62.75,18574243156.25,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc,
WYY,WidePoint Corporation,0.33,27975811.38,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wyy,
WIT,Wipro Limited,3.79,22776273862.6,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wit,
WIX,Wix.com Ltd.,134.71,6716995830.27,,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix,
WDAY,"Workday, Inc.",171.04,38655040000,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,
WK,Workiva Inc.,44.18,2035802162.14,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/wk,
WPP,WPP plc,61.73,15579474808.9,,,Technology,Advertising,https://www.nasdaq.com/symbol/wpp,
XRX,Xerox Holdings Corporation,31.3,7102158332.1,,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx,
XLNX,"Xilinx, Inc.",105.51,26652326433.93,,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx,
XPER,Xperi Corporation,19.37,955733174.89,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper,
XNET,Xunlei Limited,2.69,104661500.49,38907621,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet,
YNDX,Yandex N.V.,37.48,12252157654,,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,
YEXT,"Yext, Inc.",16.16,1795557250.56,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/yext,
YY,YY Inc.,57.74,2905041036.22,50312453,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy,
ZBRA,Zebra Technologies Corporation,196.81,10650656359.59,,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra,
